host_id,price,number_of_reviews,calculated_host_listings_count,availability_365,host_since_days,host_is_superhost,,host_listings_count,host_total_listings_count,host_has_profile_pic,,host_identity_verified,,accommodates,bathrooms,bedrooms,beds,avg_rm,availability_30,availability_60,availability_90,number_of_reviews_ltm,instant_bookable,,NumberOfVerfication,govermentIdentification,,numberofamentities
146767634,33,2,3,0,1179,f,1,3,3,t,0,f,1,1,1,1,1,1,0,0,0,0,t,0,2,no,0,15
113721799,33,0,1,0,1382,f,1,1,1,t,0,f,1,2,1,1,1,1,0,0,0,0,f,1,9,yes,1,14
71436258,34,3,1,161,1644,f,1,1,1,t,0,f,1,2,1,,,1,11,41,71,3,t,0,6,yes,1,17
105475805,35,22,1,176,1443,t,0,1,1,t,0,t,0,1,1,1,2,1.333333333,26,56,86,8,f,1,5,no,0,37
50694266,35,66,1,180,1801,t,0,1,1,t,0,f,1,2,1,1,1,1,30,60,90,40,f,1,9,yes,1,33
203105783,35,53,1,0,847,t,0,1,1,t,0,f,1,2,1,1,1,1,0,0,0,33,t,0,4,yes,1,32
221564503,35,14,6,362,753,t,0,2,2,t,0,f,1,2,1,1,1,1,27,57,87,9,f,1,4,yes,1,31
221564503,35,19,6,365,753,t,0,2,2,t,0,f,1,2,1,1,1,1,30,60,90,6,t,0,4,yes,1,32
221564503,35,26,6,363,753,t,0,2,2,t,0,f,1,2,1,1,1,1,28,58,88,15,t,0,4,yes,1,30
86711302,35,88,2,318,1565,f,1,2,2,t,0,t,0,2,1,1,1,1,2,16,43,64,f,1,6,no,0,42
76208734,35,4,5,0,1618,t,0,4,4,t,0,t,0,2,1,1,1,1,0,0,0,1,f,1,7,no,0,37
275432156,35,31,4,365,488,f,1,4,4,t,0,f,1,2,1,1,1,1,30,60,90,31,f,1,2,no,0,21
51814092,35,7,3,0,1787,f,1,1,1,t,0,t,0,1,1,1,1,1,0,0,0,7,t,0,6,yes,1,14
43799832,35,0,6,10,1889,t,0,6,6,t,0,t,0,2,1,1,1,1,10,10,10,0,t,0,6,yes,1,38
211877039,36,39,3,362,807,t,0,3,3,t,0,t,0,2,15,1,1,5.666666667,27,57,87,17,f,1,4,yes,1,34
331213301,36,4,3,358,288,t,0,3,3,t,0,t,0,2,15,1,1,5.666666667,23,53,83,4,f,1,5,yes,1,31
331213301,36,11,3,353,288,t,0,3,3,t,0,t,0,2,15,1,1,5.666666667,18,48,78,11,f,1,5,yes,1,30
166286226,37,18,3,176,1038,f,1,3,3,t,0,f,1,2,1,1,1,1,26,56,86,7,f,1,7,yes,1,19
234893241,37,7,3,167,673,f,1,4,4,t,0,f,1,2,1,1,1,1,17,47,77,7,f,1,3,yes,1,26
275432156,38,21,4,330,488,f,1,4,4,t,0,f,1,2,1,1,1,1,0,25,55,21,f,1,2,no,0,19
4456805,39,30,9,0,2881,t,0,10,10,t,0,t,0,1,1,1,1,1,0,0,0,2,f,1,10,yes,1,41
21486214,39,71,6,3,2245,t,0,8,8,t,0,f,1,2,1,1,1,1,3,3,3,15,t,0,9,yes,1,44
31746466,39,15,2,0,2029,f,1,2,2,t,0,t,0,2,1,1,1,1,0,0,0,0,f,1,5,no,0,31
31746466,39,15,2,0,2029,f,1,2,2,t,0,t,0,2,1,1,1,1,0,0,0,0,f,1,5,no,0,21
67270747,39,8,2,0,1671,t,0,1,1,t,0,t,0,1,1,1,1,1,0,0,0,8,f,1,8,yes,1,31
51814092,39,2,3,0,1787,f,1,1,1,t,0,t,0,1,1,1,1,1,0,0,0,2,f,1,6,yes,1,16
296841470,39,4,3,269,416,t,0,3,3,t,0,f,1,2,1,1,1,1,0,0,0,4,t,0,6,yes,1,22
7653310,40,170,13,331,2668,t,0,14,14,t,0,t,0,1,1,1,1,1,0,26,56,5,f,1,8,no,0,26
7653310,40,183,13,329,2668,t,0,14,14,t,0,t,0,2,2,1,1,1.333333333,0,24,54,2,f,1,8,no,0,26
32536855,40,25,1,22,2018,t,0,1,1,t,0,t,0,1,15,1,1,5.666666667,0,0,0,1,f,1,4,no,0,36
146767634,40,8,3,0,1179,f,1,3,3,t,0,f,1,3,1,1,1,1,0,0,0,0,t,0,2,no,0,29
146767634,40,1,3,0,1179,f,1,3,3,t,0,f,1,1,1,1,1,1,0,0,0,0,t,0,2,no,0,22
284852588,40,2,2,365,457,f,1,1,1,t,0,f,1,1,15,1,1,5.666666667,30,60,90,2,f,1,6,yes,1,20
43799832,40,2,6,8,1889,t,0,6,6,t,0,t,0,2,1,1,1,1,8,8,8,2,t,0,6,yes,1,36
13900863,40,0,9,1,2412,t,0,2,2,t,0,t,0,2,15,1,,8,1,1,1,0,t,0,5,no,0,20
140034114,400,1,1,365,1217,f,1,1,1,t,0,f,1,2,1,1,2,1.333333333,30,60,90,0,t,0,5,yes,1,30
21486214,41,69,6,3,2245,t,0,8,8,t,0,f,1,2,1,1,1,1,3,3,3,5,t,0,9,yes,1,43
164171482,41,44,1,57,1051,t,0,2,2,t,0,f,1,2,2,1,1,1.333333333,1,27,57,9,t,0,3,no,0,6
39180767,41,126,2,61,1939,t,0,3,3,t,0,t,0,2,15,1,1,5.666666667,1,31,61,62,t,0,7,yes,1,24
234893241,41,26,3,149,673,f,1,4,4,t,0,f,1,1,1,1,1,1,6,29,59,14,f,1,3,yes,1,33
284852588,41,2,2,269,457,f,1,1,1,t,0,f,1,1,15,1,1,5.666666667,30,60,90,2,f,1,6,yes,1,22
168811455,42,6,3,1,1026,f,1,3,3,t,0,f,1,2,15,1,2,6,1,1,1,3,t,0,5,yes,1,16
21486214,43,62,6,1,2245,t,0,8,8,t,0,f,1,2,1,1,1,1,1,1,1,28,t,0,9,yes,1,41
48108891,43,0,1,347,1834,f,1,0,0,t,0,f,1,2,15,1,1,5.666666667,15,42,72,0,f,1,7,yes,1,20
20924237,44,74,2,330,2259,t,0,2,2,t,0,f,1,2,1,1,1,1,0,25,55,7,f,1,8,yes,1,34
94734587,44,18,2,83,1520,t,0,1,1,t,0,t,0,2,1,1,1,1,0,0,0,9,f,1,5,yes,1,23
296841470,44,12,3,363,416,t,0,3,3,t,0,f,1,2,1,1,1,1,28,58,88,12,t,0,6,yes,1,42
4456805,45,15,9,329,2881,t,0,10,10,t,0,t,0,2,1,1,1,1,0,24,54,2,f,1,10,yes,1,39
1848403,45,5,3,364,3174,t,0,2,2,t,0,t,0,1,5,1,1,2.333333333,29,59,89,0,f,1,4,no,0,36
45508201,45,9,3,55,1867,f,1,3,3,t,0,f,1,1,15,1,1,5.666666667,0,25,55,0,f,1,3,no,0,26
45508201,45,5,3,69,1867,f,1,3,3,t,0,f,1,1,1,1,1,1,10,40,69,0,f,1,3,no,0,21
109180740,45,4,1,0,1411,f,1,1,1,t,0,f,1,2,1,1,1,1,0,0,0,0,t,0,4,no,0,22
169460516,45,0,1,0,1022,f,1,1,1,t,0,f,1,1,1,1,1,1,0,0,0,0,f,1,5,yes,1,15
250224554,45,27,1,36,600,t,0,1,1,t,0,f,1,2,1,1,1,1,15,36,36,27,f,1,2,no,0,37
229117402,45,0,1,0,707,f,1,0,0,t,0,f,1,2,1,1,1,1,0,0,0,0,t,0,4,yes,1,17
331213301,45,0,3,333,288,t,0,3,3,t,0,t,0,2,15,1,1,5.666666667,0,28,58,0,f,1,5,yes,1,31
43799832,45,9,6,8,1889,t,0,6,6,t,0,t,0,2,1,1,1,1,8,8,8,9,t,0,6,yes,1,37
43799832,45,5,6,8,1889,t,0,6,6,t,0,t,0,2,1,1,1,1,8,8,8,5,t,0,6,yes,1,38
71835997,46,77,2,279,1642,t,0,5,5,t,0,t,0,2,2,1,1,1.333333333,0,0,4,26,t,0,8,no,0,49
203444625,46,6,5,0,845,t,0,5,5,t,0,f,1,1,15,1,1,5.666666667,0,0,0,6,t,0,6,yes,1,24
275432156,46,56,4,356,488,f,1,4,4,t,0,f,1,2,1,1,1,1,21,51,81,56,f,1,2,no,0,23
74731258,47,1,3,0,1625,f,1,2,2,t,0,f,1,1,1,1,1,1,0,0,0,1,f,1,4,yes,1,22
799669,48,71,2,82,3411,f,1,2,2,t,0,t,0,1,1,1,1,1,15,45,75,0,f,1,6,yes,1,33
296841470,48,3,3,330,416,t,0,3,3,t,0,f,1,2,1,1,1,1,0,25,55,3,t,0,6,yes,1,43
21430100,48,0,6,346,2246,f,1,6,6,t,0,t,0,2,1,1,,1,12,42,72,0,f,1,8,yes,1,21
20924237,49,69,2,330,2259,t,0,2,2,t,0,f,1,2,1,1,1,1,0,25,55,11,f,1,8,yes,1,34
39185838,49,0,2,365,1939,f,1,2,2,t,0,f,1,2,1,1,1,1,30,60,90,0,t,0,7,yes,1,16
39180767,49,42,2,355,1939,t,0,3,3,t,0,t,0,2,1,1,1,1,20,50,80,18,t,0,7,yes,1,25
221564503,49,7,6,347,753,t,0,2,2,t,0,f,1,2,1,1,1,1,12,42,72,2,f,1,4,yes,1,26
168811455,49,4,3,269,1026,f,1,3,3,t,0,f,1,2,15,1,2,6,0,0,0,3,t,0,5,yes,1,17
51814092,49,1,3,0,1787,f,1,1,1,t,0,t,0,1,1,1,1,1,0,0,0,1,f,1,6,yes,1,21
7653310,50,109,13,0,2668,t,0,14,14,t,0,t,0,1,1,1,1,1,0,0,0,0,f,1,8,no,0,29
7653310,50,123,13,330,2668,t,0,14,14,t,0,t,0,1,1,1,1,1,0,25,55,3,f,1,8,no,0,36
75126935,50,67,4,208,1623,f,1,4,4,t,0,f,1,2,1,1,1,1,0,0,0,7,t,0,8,yes,1,10
98511624,50,16,1,353,1496,t,0,1,1,t,0,f,1,2,1,1,1,1,18,48,78,10,t,0,6,yes,1,36
75126935,50,58,4,208,1623,f,1,4,4,t,0,f,1,2,1,1,1,1,0,0,0,9,t,0,8,yes,1,8
71835997,50,71,2,208,1642,t,0,5,5,t,0,t,0,2,2,1,1,1.333333333,0,0,0,31,t,0,8,no,0,53
163337101,50,0,1,365,1057,f,1,1,1,t,0,f,1,2,1,0,1,0.666666667,30,60,90,0,t,0,6,yes,1,14
21486214,50,33,6,0,2245,t,0,8,8,t,0,f,1,1,1,1,1,1,0,0,0,17,t,0,9,yes,1,41
75126935,50,25,4,208,1623,f,1,4,4,t,0,f,1,2,1,1,1,1,0,0,0,5,t,0,8,yes,1,11
76208734,50,9,5,78,1618,t,0,4,4,t,0,t,0,2,1,1,1,1,19,49,78,4,f,1,7,no,0,41
272862054,50,8,1,0,498,f,1,2,2,t,0,f,1,1,15,1,1,5.666666667,0,0,0,6,t,0,7,yes,1,23
76208734,50,3,5,178,1618,t,0,4,4,t,0,t,0,2,1,1,1,1,28,58,88,3,f,1,7,no,0,42
76208734,50,4,5,343,1618,t,0,4,4,t,0,t,0,2,1,1,1,1,29,59,89,4,f,1,7,no,0,37
281409799,50,3,1,19,467,f,1,1,1,t,0,f,1,1,1,1,1,1,0,0,19,3,t,0,5,yes,1,20
211877039,51,40,3,260,807,t,0,3,3,t,0,t,0,2,15,1,1,5.666666667,20,50,80,13,t,0,4,yes,1,40
43799832,53,6,6,7,1889,t,0,6,6,t,0,t,0,2,1,1,1,1,7,7,7,6,t,0,6,yes,1,38
211877039,54,66,3,354,807,t,0,3,3,t,0,t,0,2,15,1,1,5.666666667,19,49,79,29,t,0,4,yes,1,38
182881737,54,1,1,0,948,f,1,0,0,t,0,f,1,2,1,1,1,1,0,0,0,1,t,0,7,yes,1,17
799669,55,53,2,208,3411,f,1,2,2,t,0,t,0,1,1,1,1,1,0,0,0,1,f,1,6,yes,1,33
67270747,55,53,2,0,1671,t,0,1,1,t,0,t,0,1,1,1,1,1,0,0,0,17,f,1,8,yes,1,31
210703947,55,28,1,135,813,t,0,1,1,t,0,f,1,2,1,1,1,1,8,35,65,26,t,0,6,yes,1,29
257901541,55,6,2,0,565,t,0,2,2,t,0,f,1,2,1,1,1,1,0,0,0,2,t,0,6,yes,1,36
300870294,55,0,2,180,399,f,1,2,2,t,0,f,1,2,1,1,1,1,30,60,90,0,t,0,4,yes,1,22
1848403,55,0,3,364,3174,t,0,2,2,t,0,t,0,1,1,1,1,1,29,59,89,0,f,1,4,no,0,34
21486214,56,50,6,0,2245,t,0,8,8,t,0,f,1,2,1,1,1,1,0,0,0,26,t,0,9,yes,1,47
166286226,58,15,3,179,1038,f,1,3,3,t,0,f,1,2,1,1,1,1,29,59,89,3,t,0,7,yes,1,22
221564503,59,28,6,146,753,t,0,2,2,t,0,f,1,2,1,1,1,1,1,26,56,8,t,0,4,yes,1,31
75126935,60,37,4,208,1623,f,1,4,4,t,0,f,1,2,1,1,1,1,0,0,0,0,t,0,8,yes,1,16
159633678,60,45,1,355,1085,t,0,0,0,t,0,f,1,2,1,1,1,1,20,50,80,9,t,0,7,yes,1,41
50675496,60,0,1,0,1801,t,0,2,2,t,0,f,1,2,15,1,1,5.666666667,0,0,0,0,t,0,9,yes,1,34
334174139,60,0,1,66,278,f,1,1,1,t,0,t,0,2,1,1,1,1,7,37,66,0,f,1,6,yes,1,27
82361349,64,6,1,300,1587,f,1,1,1,t,0,t,0,2,1,1,1,1,0,0,25,0,f,1,7,no,0,23
89146371,645,0,1,365,1553,f,1,6,6,t,0,f,1,1,1,1,1,1,30,60,90,0,t,0,6,yes,1,15
234893241,65,7,3,168,673,f,1,4,4,t,0,f,1,2,1,1,1,1,18,48,78,0,f,1,3,yes,1,33
76208734,65,4,5,333,1618,t,0,4,4,t,0,t,0,2,1,1,1,1,0,28,58,1,f,1,7,no,0,37
273906037,65,0,1,209,493,f,1,1,1,t,0,f,1,1,1,0,1,0.666666667,0,0,0,0,f,1,5,yes,1,11
1848403,69,15,3,364,3174,t,0,2,2,t,0,t,0,2,1,1,1,1,29,59,89,2,f,1,4,no,0,34
2478618,70,28,2,173,3089,f,1,2,2,t,0,t,0,2,1,1,2,1.333333333,23,53,83,11,t,0,5,no,0,32
59787880,75,0,1,0,1724,f,1,1,1,t,0,f,1,2,1,1,2,1.333333333,0,0,0,0,f,1,4,no,0,14
124459782,75,32,1,89,1315,t,0,1,1,t,0,t,0,2,1,1,1,1,30,60,89,2,f,1,5,no,0,23
76460838,75,19,1,0,1617,t,0,1,1,t,0,f,1,2,1,1,1,1,0,0,0,6,f,1,3,no,0,34
53875598,75,0,1,0,1768,f,1,1,1,t,0,f,1,1,1,1,1,1,0,0,0,0,f,1,2,no,0,23
166286226,75,18,3,180,1038,f,1,3,3,t,0,f,1,2,1,1,1,1,30,60,90,4,f,1,7,yes,1,30
203444625,75,15,5,90,845,t,0,5,5,t,0,f,1,2,1,1,1,1,30,60,90,3,t,0,6,yes,1,28
2478618,75,6,2,173,3089,f,1,2,2,t,0,t,0,2,1,1,1,1,23,53,83,5,t,0,5,no,0,34
4456805,75,0,9,0,2881,t,0,10,10,t,0,t,0,2,1,1,1,1,0,0,0,0,f,1,10,yes,1,39
4456805,77,0,9,329,2881,t,0,10,10,t,0,t,0,2,1,1,1,1,0,24,54,0,f,1,10,yes,1,39
4456805,77,0,9,0,2881,t,0,10,10,t,0,t,0,2,1,1,1,1,0,0,0,0,f,1,10,yes,1,39
39185838,79,0,2,364,1939,f,1,2,2,t,0,f,1,2,1,1,1,1,30,60,90,0,f,1,7,yes,1,19
34684947,80,2,2,346,1990,f,1,2,2,t,0,t,0,1,15,1,1,5.666666667,11,41,71,0,f,1,7,yes,1,21
44757765,80,0,1,0,1877,f,1,0,0,t,0,f,1,2,1,1,1,1,0,0,0,0,t,0,2,no,0,14
194364981,80,0,1,0,886,f,1,1,1,t,0,f,1,2,1,1,1,1,0,0,0,0,t,0,4,yes,1,16
47919061,80,1,2,87,1836,t,0,1,1,t,0,t,0,1,1,1,1,1,28,58,87,0,f,1,5,no,0,6
300870294,80,0,2,177,399,f,1,2,2,t,0,f,1,4,1,1,0,0.666666667,28,58,88,0,f,1,4,yes,1,22
29770904,85,14,2,86,2060,t,0,2,2,t,0,f,1,3,1,1,1,1,26,56,86,4,t,0,2,no,0,48
24684301,85,0,1,89,2162,f,1,1,1,t,0,t,0,2,1,1,1,1,30,60,89,0,f,1,7,no,0,17
203444625,89,25,5,90,845,t,0,5,5,t,0,f,1,2,1,1,1,1,30,60,90,13,t,0,6,yes,1,26
339861311,90,1,1,144,253,f,1,0,0,t,0,f,1,2,2,1,1,1.333333333,0,25,55,1,f,1,2,no,0,43
4456805,99,5,9,0,2881,t,0,10,10,t,0,t,0,2,1,1,1,1,0,0,0,1,f,1,10,yes,1,39
203444625,99,23,5,90,845,t,0,5,5,t,0,f,1,2,1,1,1,1,30,60,90,12,t,0,6,yes,1,29
4456805,99,0,9,342,2881,t,0,10,10,t,0,t,0,2,1,1,1,1,7,37,67,0,f,1,10,yes,1,39
72210194,100,13,1,0,1639,f,1,1,1,t,0,t,0,2,1,1,1,1,0,0,0,0,f,1,5,no,0,15
143818399,100,0,2,0,1197,f,1,0,0,t,0,f,1,2,1,1,,1,0,0,0,0,t,0,8,yes,1,10
120453969,109,10,2,85,1339,f,1,2,2,t,0,f,1,2,1,1,1,1,25,55,85,10,f,1,9,yes,1,30
110680193,110,101,2,86,1401,f,1,2,2,t,0,f,1,2,1,1,1,1,26,56,86,22,f,1,8,yes,1,27
148129983,115,1,1,0,1170,f,1,1,1,t,0,f,1,2,15,1,1,5.666666667,0,0,0,0,t,0,5,yes,1,10
1974643,125,0,2,252,3157,t,0,5,5,t,0,t,0,4,2,1,2,1.666666667,7,7,7,0,f,1,7,yes,1,24
80299846,125,1,1,88,1597,f,1,1,1,t,0,f,1,2,1,1,1,1,28,58,88,0,f,1,3,no,0,19
63745288,125,19,1,207,1696,f,1,1,1,t,0,f,1,2,1,0,2,1,0,0,0,12,t,0,9,yes,1,21
103783855,128,0,1,90,1456,f,1,2,2,t,0,f,1,2,1,1,4,2,30,60,90,0,t,0,8,yes,1,18
9247073,129,330,1,37,2593,t,0,1,1,t,0,t,0,2,15,1,1,5.666666667,8,31,37,53,f,1,6,no,0,35
19475826,130,2,2,0,2290,f,1,3,3,t,0,t,0,2,1,1,1,1,0,0,0,0,f,1,7,yes,1,9
2921390,130,0,2,89,3042,f,1,2,2,t,0,f,1,2,1,1,1,1,29,59,89,0,f,1,5,no,0,7
33151354,140,0,1,0,2010,f,1,1,1,t,0,f,1,2,15,1,1,5.666666667,0,0,0,0,f,1,1,no,0,17
24802385,149,143,5,257,2159,t,0,6,6,t,0,t,0,3,1,0,1,0.666666667,17,47,77,49,t,0,5,no,0,18
30549251,150,0,2,0,2048,f,1,1,1,t,0,t,0,2,1,1,1,1,0,0,0,0,f,1,7,yes,1,6
270409629,175,0,3,179,507,f,1,1,1,t,0,f,1,2,25,1,1,9,29,59,89,0,f,1,2,no,0,10
18670318,200,11,1,88,2303,f,1,0,0,t,0,f,1,2,1,1,1,1,28,58,88,0,f,1,4,no,0,7
2503251,22,2,8,0,3086,f,1,11,11,t,0,f,1,4,5,1,4,3.333333333,0,0,0,1,f,1,9,yes,1,54
280751103,226,0,4,38,469,f,1,4,4,t,0,f,1,2,1,1,1,1,16,17,17,0,t,0,2,no,0,25
280751103,230,0,4,15,469,f,1,4,4,t,0,f,1,2,1,1,2,1.333333333,7,8,8,0,t,0,2,no,0,26
276596138,239,0,1,20,483,f,1,4,4,t,0,t,0,6,1,1,3,1.666666667,11,12,13,0,t,0,2,no,0,23
59957767,250,0,1,179,1723,f,1,1,1,t,0,f,1,8,1,1,6,2.666666667,29,59,89,0,f,1,4,yes,1,37
21983785,250,1,1,0,2233,f,1,1,1,t,0,t,0,6,25,1,2,9.333333333,0,0,0,0,f,1,6,no,0,20
308561897,250,36,1,168,366,f,1,0,0,t,0,f,1,2,1,0,2,1,16,46,76,36,t,0,5,yes,1,23
280751103,260,0,4,20,469,f,1,4,4,t,0,f,1,2,1,1,2,1.333333333,5,6,6,0,t,0,2,no,0,26
356782443,27,0,1,362,117,f,1,0,0,t,0,f,1,2,15,1,1,5.666666667,27,57,87,0,t,0,2,no,0,14
270409629,275,0,3,179,507,f,1,1,1,t,0,f,1,4,25,2,3,10,29,59,89,0,f,1,2,no,0,9
280751103,279,1,4,7,469,f,1,4,4,t,0,f,1,2,1,1,1,1,6,7,7,1,t,0,2,no,0,25
278993097,289,1,3,42,475,f,1,3,3,t,0,f,1,4,1,1,1,1,26,33,36,1,t,0,1,no,0,19
358244402,30,0,1,359,109,f,1,0,0,t,0,f,1,1,1,1,1,1,24,54,84,0,t,0,2,no,0,20
2503251,31,0,8,354,3086,f,1,11,11,t,0,f,1,4,1,1,2,1.333333333,21,51,79,0,f,1,9,yes,1,56
2503251,31,0,8,354,3086,f,1,11,11,t,0,f,1,4,1,1,2,1.333333333,21,51,79,0,f,1,9,yes,1,55
278993097,319,0,3,50,475,f,1,3,3,t,0,f,1,2,1,1,1,1,7,19,34,0,t,0,1,no,0,20
97005568,35,165,1,289,1505,f,1,1,1,t,0,f,1,2,15,1,2,6,0,19,22,21,t,0,8,yes,1,37
2503251,36,1,8,351,3086,f,1,11,11,t,0,f,1,4,1,1,2,1.333333333,18,48,76,0,f,1,9,yes,1,54
299906332,37,0,1,177,404,f,1,0,0,t,0,f,1,2,1,1,2,1.333333333,0,0,0,0,t,0,4,yes,1,18
46170232,39,102,2,67,1859,t,0,5,5,t,0,t,0,6,1,1,4,2,12,37,67,18,f,1,6,no,0,36
338689753,40,0,1,83,259,f,1,0,0,t,0,f,1,1,1,1,1,1,23,53,83,0,f,1,1,no,0,11
356136986,40,0,2,167,120,f,1,2,2,t,0,f,1,2,1,1,1,1,19,47,77,0,t,0,5,yes,1,23
32853615,400,0,1,0,2014,f,1,1,1,t,0,f,1,3,15,1,2,6,0,0,0,0,f,1,1,no,0,16
46170232,43,72,2,63,1859,t,0,5,5,t,0,t,0,4,1,1,3,1.666666667,7,33,63,17,f,1,6,no,0,34
87637830,44,111,2,0,1560,f,1,2,2,t,0,t,0,2,1,1,1,1,0,0,0,0,t,0,6,no,0,27
87637830,45,83,2,0,1560,f,1,2,2,t,0,t,0,2,1,1,1,1,0,0,0,0,t,0,6,no,0,27
130989882,45,25,2,0,1271,t,0,2,2,t,0,f,1,2,1,1,2,1.333333333,0,0,0,2,t,0,9,yes,1,30
50653944,45,9,1,0,1801,f,1,2,2,t,0,f,1,3,15,1,1,5.666666667,0,0,0,0,t,0,6,yes,1,21
284578318,45,42,2,0,458,t,0,3,3,t,0,f,1,2,1,1,0,0.666666667,0,0,0,42,f,1,2,no,0,10
304780538,45,0,1,0,380,f,1,1,1,f,1,f,1,2,1,1,1,1,0,0,0,0,f,1,6,yes,1,16
65749538,47,0,1,0,1681,f,1,1,1,t,0,f,1,1,1,1,1,1,0,0,0,0,f,1,2,no,0,17
4706066,49,71,1,364,2857,t,0,1,1,t,0,t,0,2,1,1,1,1,29,59,89,2,f,1,5,no,0,14
68429713,49,54,2,229,1663,f,1,2,2,t,0,f,1,3,1,1,1,1,2,2,2,9,f,1,8,yes,1,32
68429713,49,4,2,360,1663,f,1,2,2,t,0,f,1,3,1,1,1,1,25,55,85,4,f,1,8,yes,1,32
10661250,499,4,1,0,2521,f,1,1,1,t,0,t,0,1,1,1,1,1,0,0,0,0,f,1,4,no,0,35
795905,50,209,3,0,3413,f,1,4,4,t,0,t,0,2,1,1,1,1,0,0,0,27,f,1,6,no,0,41
33164668,50,5,1,0,2009,f,1,1,1,t,0,t,0,2,1,1,1,1,0,0,0,0,t,0,5,no,0,16
145641223,50,7,1,329,1186,f,1,1,1,t,0,f,1,2,1,1,1,1,0,24,54,5,t,0,8,yes,1,30
14442191,50,1,1,88,2398,f,1,1,1,t,0,t,0,1,1,1,1,1,29,59,88,1,f,1,4,no,0,20
3881880,50,0,1,0,2948,f,1,1,1,t,0,t,0,4,2,1,2,1.666666667,0,0,0,0,f,1,6,no,0,8
305785576,50,0,1,74,376,f,1,1,1,t,0,f,1,1,15,2,2,6.333333333,21,51,74,0,t,0,6,yes,1,18
73852036,55,3,4,54,1631,t,0,4,4,t,0,f,1,1,1,1,1,1,0,24,54,1,f,1,2,no,0,23
27561012,55,0,1,153,2100,f,1,0,0,t,0,t,0,1,1,1,1,1,3,33,63,0,f,1,6,yes,1,19
130989882,55,85,2,0,1271,t,0,2,2,t,0,f,1,2,1,1,1,1,0,0,0,7,t,0,9,yes,1,34
134792470,55,93,3,78,1247,t,0,3,3,t,0,f,1,1,1,1,1,1,17,47,77,31,t,0,6,yes,1,37
200264633,55,3,1,0,859,f,1,1,1,t,0,f,1,3,1,1,2,1.333333333,0,0,0,0,f,1,1,no,0,18
142941071,55,25,1,361,1201,t,0,1,1,t,0,f,1,2,1,1,1,1,26,56,86,11,t,0,2,no,0,28
302571515,55,0,2,0,392,f,1,0,0,t,0,f,1,1,15,1,1,5.666666667,0,0,0,0,f,1,4,yes,1,24
182091751,58,15,13,71,953,f,1,12,12,t,0,f,1,2,1,1,1,1,13,41,71,15,t,0,4,yes,1,35
28581090,59,51,1,207,2081,t,0,4,4,t,0,t,0,1,1,1,1,1,0,0,0,8,f,1,6,yes,1,26
64470107,59,149,1,344,1691,t,0,1,1,t,0,f,1,1,1,1,1,1,15,42,72,33,f,1,8,yes,1,39
93692617,59,4,2,90,1527,f,1,2,2,t,0,t,0,2,1,1,1,1,30,60,90,0,t,0,6,yes,1,17
98270879,60,0,1,89,1497,f,1,1,1,t,0,f,1,2,1,1,1,1,30,60,89,0,f,1,7,yes,1,11
132697297,60,0,1,0,1260,f,1,1,1,t,0,f,1,3,15,1,1,5.666666667,0,0,0,0,f,1,2,no,0,24
182091751,60,24,13,330,953,f,1,12,12,t,0,f,1,2,1,1,1,1,10,25,55,15,t,0,4,yes,1,30
182091751,60,17,13,333,953,f,1,12,12,t,0,f,1,2,1,1,1,1,13,28,58,9,t,0,4,yes,1,30
25065961,60,13,3,0,2151,f,1,2,2,t,0,t,0,3,1,1,1,1,0,0,0,11,f,1,4,no,0,32
302571515,60,8,2,12,392,f,1,0,0,t,0,f,1,1,15,1,1,5.666666667,0,0,12,8,f,1,4,yes,1,30
25065961,60,5,3,0,2151,f,1,2,2,t,0,t,0,2,1,1,1,1,0,0,0,5,t,0,4,no,0,32
182091751,60,6,13,71,953,f,1,12,12,t,0,f,1,2,1,1,1,1,13,41,71,6,t,0,4,yes,1,36
182091751,60,4,13,166,953,f,1,12,12,t,0,f,1,2,1,1,1,1,19,46,76,4,t,0,4,yes,1,31
6430011,60,0,3,299,2735,f,1,2,2,t,0,f,1,2,1,1,1,1,0,24,54,0,t,0,6,no,0,19
187343715,62,8,1,0,924,f,1,1,1,t,0,f,1,2,1,1,1,1,0,0,0,0,t,0,2,no,0,23
795905,65,375,3,0,3413,f,1,4,4,t,0,t,0,3,1,1,2,1.333333333,0,0,0,36,f,1,6,no,0,35
84305581,65,4,1,0,1577,f,1,1,1,t,0,t,0,2,1,1,1,1,0,0,0,0,f,1,9,yes,1,5
73778802,65,6,1,0,1631,f,1,1,1,t,0,f,1,2,1,1,1,1,0,0,0,0,t,0,4,no,0,20
29222148,65,33,1,145,2070,t,0,1,1,t,0,t,0,2,1,1,1,1,0,25,55,7,t,0,9,yes,1,30
183957234,65,22,1,0,943,f,1,1,1,f,1,f,1,2,1,1,1,1,0,0,0,0,t,0,7,yes,1,11
253711102,65,18,1,0,584,t,0,1,1,t,0,f,1,1,1,0,0,0.333333333,0,0,0,10,t,0,6,yes,1,24
73852036,65,0,4,54,1631,t,0,4,4,t,0,f,1,1,1,1,1,1,0,24,54,0,f,1,2,no,0,21
273879159,65,2,2,0,494,f,1,1,1,t,0,f,1,2,1,1,1,1,0,0,0,2,f,1,2,no,0,36
182091751,65,3,13,170,953,f,1,12,12,t,0,f,1,2,1,1,1,1,20,50,80,3,t,0,4,yes,1,20
215269031,69,9,1,179,789,f,1,1,1,t,0,f,1,2,1,1,1,1,29,59,89,4,t,0,2,no,0,17
