host_id,price,number_of_reviews,calculated_host_listings_count,availability_365,host_since_days,host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,,host_identity_verified,accommodates,bathrooms,bedrooms,beds,avg_rm,availability_30,availability_60,availability_90,number_of_reviews_ltm,instant_bookable,NumberOfVerfication,govermentIdentification,numberofamentities
111987545,230,1,31,342,1395,f,56,56,t,1,f,4,1,1,2,1.333333333,7,37,67,1,t,6,yes,30
38690778,233,55,83,336,1946,f,87,87,t,1,t,8,3,3,4,3.333333333,24,54,75,18,t,8,no,26
38690778,233,47,83,328,1946,f,87,87,t,1,t,10,35,3,5,14.33333333,14,42,63,11,t,8,no,26
37353287,234,26,40,308,1960,f,42,42,t,1,t,3,1,1,2,1.333333333,4,21,34,7,t,9,yes,16
8184593,235,6,19,354,2646,t,34,34,t,1,t,6,1,1,3,1.666666667,19,49,79,1,f,7,no,37
8184593,235,12,19,361,2646,t,34,34,t,1,t,6,1,1,3,1.666666667,26,56,86,3,f,7,no,38
8184593,235,5,19,365,2646,t,34,34,t,1,t,6,1,1,3,1.666666667,30,60,90,3,f,7,no,38
8184593,235,3,19,324,2646,t,34,34,t,1,t,4,1,1,2,1.333333333,21,51,61,1,f,7,no,37
8184593,235,9,19,343,2646,t,34,34,t,1,t,4,1,1,2,1.333333333,27,57,82,4,f,7,no,37
8184593,235,3,19,1,2646,t,34,34,t,1,t,4,1,1,2,1.333333333,1,1,1,0,f,7,no,37
8184593,235,9,19,349,2646,t,34,34,t,1,t,6,1,1,3,1.666666667,14,44,74,1,f,7,no,37
8184593,235,5,19,332,2646,t,34,34,t,1,t,4,1,1,2,1.333333333,17,33,57,0,f,7,no,37
43349223,239,57,34,256,1896,t,14,14,t,1,t,10,3,3,4,3.333333333,13,41,71,57,t,7,yes,45
9624153,240,0,41,169,2575,f,44,44,t,1,t,4,1,2,3,2,0,0,0,0,f,6,yes,17
113421970,243,0,55,253,1386,f,57,57,t,1,f,4,15,1,3,6.333333333,17,32,62,0,t,7,yes,38
19931032,245,13,1,121,2284,f,2,2,t,1,t,6,15,3,4,7.333333333,4,4,4,2,f,4,no,43
142682809,245,35,5,330,1205,t,4,4,t,1,f,6,1,1,3,1.666666667,5,31,61,27,f,3,no,35
230531321,245,2,1,0,700,f,3,3,t,1,f,7,25,3,3,10.33333333,0,0,0,1,t,5,yes,32
302986,249,34,2,181,3637,t,2,2,t,1,t,5,2,3,4,3,0,0,24,2,f,4,no,37
8281647,249,249,12,75,2641,f,25,25,t,1,f,10,2,2,6,3.333333333,22,52,75,38,t,7,yes,41
13262612,249,21,4,333,2431,t,4,4,t,1,f,6,1,2,2,1.666666667,3,28,58,4,f,6,yes,53
25411495,249,30,2,346,2144,f,2,2,t,1,f,6,2,2,3,2.333333333,17,44,74,2,t,7,yes,39
7614081,249,69,2,31,2672,f,9,9,t,1,f,6,1,2,3,2,25,31,31,15,t,9,yes,44
126644161,249,3,41,302,1303,f,306,306,t,1,f,4,1,1,2,1.333333333,4,12,34,2,t,9,yes,19
259474018,249,10,1,326,560,t,1,1,t,1,f,6,35,3,4,14,0,21,51,9,f,4,yes,39
14326301,249,30,2,227,2403,t,3,3,t,1,t,6,1,2,3,2,6,25,47,30,t,9,yes,33
4983902,250,94,1,344,2836,f,1,1,t,1,t,5,1,3,3,2.333333333,9,39,69,16,f,5,no,9
24803954,250,13,1,329,2161,f,2,2,t,1,f,4,25,2,2,9.666666667,0,24,54,0,f,6,no,44
29041927,250,2,1,269,2075,f,1,1,t,1,f,4,25,2,2,9.666666667,0,0,0,0,f,4,no,14
33947899,250,1,1,0,2001,f,1,1,t,1,f,4,2,2,2,2,0,0,0,0,f,3,no,14
34476470,250,4,4,353,1995,f,9,9,t,1,f,7,2,3,4,3,23,48,78,1,f,3,no,49
45608374,250,77,17,168,1868,t,9,9,t,1,t,8,2,3,4,3,18,48,78,12,t,4,no,53
46795717,250,117,1,43,1853,t,1,1,t,1,t,7,25,2,3,10,11,37,43,19,f,8,yes,44
45608374,250,104,17,168,1868,t,9,9,t,1,t,8,25,3,5,11,18,48,78,33,t,4,no,53
45608374,250,64,17,141,1868,t,9,9,t,1,t,8,25,3,5,11,19,31,51,24,t,4,no,49
38690778,250,6,83,315,1946,f,87,87,t,1,t,6,2,2,2,2,14,30,50,3,t,8,no,25
38690778,250,38,83,324,1946,f,87,87,t,1,t,8,35,3,4,14,6,29,59,14,t,8,no,26
66600261,250,1,2,207,1677,f,2,2,t,1,f,6,1,2,4,2.333333333,0,0,0,0,f,3,no,22
33781517,250,71,3,55,2004,t,4,4,t,1,t,8,2,4,5,3.666666667,3,3,3,13,f,4,no,54
11708944,250,26,1,0,2481,f,1,1,t,1,t,11,2,3,5,3.333333333,0,0,0,0,t,6,no,20
66600261,250,3,2,207,1677,f,2,2,t,1,f,6,1,2,4,2.333333333,0,0,0,1,f,3,no,26
123652135,250,13,1,207,1322,f,1,1,t,1,f,5,1,2,3,2,0,0,0,0,f,8,yes,22
147396257,250,39,1,0,1177,f,1,1,t,1,f,4,1,2,2,1.666666667,0,0,0,0,f,6,yes,38
966440,250,2,2,0,3379,f,2,2,t,1,t,4,2,2,2,2,0,0,0,0,f,4,no,36
163599913,250,0,4,300,1057,f,3,3,t,1,f,4,2,2,2,2,0,15,45,0,f,7,yes,41
102929864,250,19,5,0,1466,t,5,5,t,1,t,7,2,3,4,3,0,0,0,3,f,5,no,37
177902879,250,31,1,174,977,f,0,0,t,1,f,6,2,3,3,2.666666667,24,54,84,10,f,2,no,28
1028043,250,13,37,356,3365,f,44,44,t,1,f,14,3,5,8,5.333333333,21,51,81,13,f,7,yes,21
240059340,250,40,1,153,652,t,1,1,t,1,f,7,25,3,4,10.66666667,19,46,76,32,f,6,yes,45
269296931,250,22,1,0,514,t,0,0,t,1,f,4,1,1,2,1.333333333,0,0,0,22,t,2,no,35
298354927,250,0,2,89,412,f,2,2,t,1,f,2,1,1,,1,29,59,89,0,f,4,yes,9
24429074,250,14,9,12,2171,t,11,11,t,1,f,4,1,1,2,1.333333333,5,12,12,14,f,9,yes,52
71034539,250,2,3,210,1648,t,3,3,t,1,f,6,1,1,3,1.666666667,0,0,1,2,f,3,no,38
249052742,250,1,3,177,608,t,3,3,t,1,f,6,2,2,3,2.333333333,27,57,87,1,f,2,no,17
45608374,250,7,17,151,1868,t,9,9,t,1,t,6,2,2,4,2.666666667,12,42,72,7,t,4,no,53
104172417,250,12,1,338,1456,f,6,6,t,1,t,8,1,2,4,2.333333333,11,35,63,12,t,8,yes,37
45608374,250,6,17,172,1868,t,9,9,t,1,t,6,2,2,4,2.666666667,22,52,82,6,t,4,no,53
3750651,250,3,1,149,2962,f,0,0,t,1,f,8,25,3,3,10.33333333,9,29,59,3,t,7,yes,51
348869262,250,0,4,313,160,f,0,0,t,1,f,5,2,2,3,2.333333333,11,41,63,0,t,4,yes,9
348869262,250,0,4,143,160,f,0,0,t,1,f,5,2,2,3,2.333333333,1,13,16,0,t,4,yes,8
348869262,250,0,4,268,160,f,0,0,t,1,f,5,2,2,3,2.333333333,9,32,52,0,t,4,yes,8
348869262,250,0,4,254,160,f,0,0,t,1,f,5,2,2,3,2.333333333,0,15,30,0,t,4,yes,9
45608374,250,2,17,20,1868,t,9,9,t,1,t,6,2,2,4,2.666666667,0,0,0,2,t,4,no,53
41678919,255,2,1,0,1914,f,1,1,t,1,f,6,1,2,2,1.666666667,0,0,0,0,t,7,yes,15
107925352,255,4,1,300,1423,f,1,1,t,1,f,5,1,2,2,1.666666667,0,0,25,0,f,6,yes,24
16257614,255,54,1,12,2356,t,1,1,t,1,t,7,1,2,4,2.333333333,7,7,12,28,t,5,no,42
102765728,259,230,2,326,1467,t,2,2,t,1,t,6,2,2,3,2.333333333,5,34,64,61,t,9,yes,45
102765728,259,50,2,330,1467,t,2,2,t,1,t,6,2,2,3,2.333333333,3,31,57,50,f,9,yes,42
74831781,260,74,1,317,1627,t,1,1,t,1,f,6,2,2,3,2.333333333,4,24,49,20,t,6,yes,40
3973963,260,20,1,76,2940,t,7,7,t,1,t,10,3,3,3,3,16,46,76,8,f,6,yes,40
122055416,264,11,166,339,1331,f,376,376,t,1,f,10,35,4,5,14.66666667,16,46,76,6,t,7,yes,33
3017970,265,15,84,40,3035,f,86,86,t,1,t,12,2,3,6,3.666666667,0,0,0,4,f,9,yes,45
32311480,265,0,2,24,2022,f,1,1,t,1,f,4,1,1,1,1,0,0,24,0,t,4,no,15
100067582,266,28,17,363,1487,f,123,123,t,1,t,5,2,2,3,2.333333333,28,58,88,5,t,6,yes,38
335922,269,225,1,314,3599,t,1,1,t,1,t,4,1,1,1,1,1,25,52,34,t,5,no,61
26542911,273,163,1,219,2121,t,1,1,t,1,f,8,25,3,6,11.33333333,6,12,12,19,f,3,no,36
3017970,275,44,84,329,3035,f,86,86,t,1,t,10,2,3,5,3.333333333,5,32,59,7,f,9,yes,39
34554383,275,4,1,0,1993,f,1,1,t,1,t,8,2,3,4,3,0,0,0,0,f,6,no,26
53355078,275,12,1,329,1774,t,2,2,t,1,f,6,25,3,3,10.33333333,0,24,54,1,f,3,no,16
64443919,275,16,45,340,1693,f,47,47,t,1,t,6,2,2,5,3,19,35,65,3,f,4,no,28
195907671,275,51,1,331,880,t,1,1,t,1,f,8,35,3,5,14.33333333,10,32,62,16,t,7,yes,22
7862830,275,1,3,0,2660,f,3,3,t,1,f,7,2,2,2,2,0,0,0,0,f,7,yes,18
95268839,275,9,4,0,1519,t,7,7,t,1,t,9,3,4,5,4,0,0,0,2,f,5,no,28
142682809,275,6,5,308,1205,t,4,4,t,1,f,8,2,2,4,2.666666667,4,18,39,6,f,3,no,19
38690778,276,19,83,35,1946,f,87,87,t,1,t,8,3,3,5,3.666666667,10,35,35,9,t,8,no,24
211417431,279,32,3,79,812,t,0,0,t,1,f,8,1,2,6,3,19,49,79,32,t,2,no,29
211417431,279,28,3,70,812,t,0,0,t,1,f,8,1,2,6,3,10,40,70,28,t,2,no,29
211417431,279,44,3,73,812,t,0,0,t,1,f,10,1,2,6,3,13,43,73,44,t,2,no,26
37353287,279,0,40,305,1960,f,42,42,t,1,t,6,1,1,3,1.666666667,11,26,47,0,t,9,yes,39
78503179,280,42,4,23,1608,t,5,5,t,1,t,6,1,3,3,2.333333333,0,0,0,15,t,5,no,43
37353287,283,14,40,262,1960,f,42,42,t,1,t,6,1,2,4,2.333333333,0,0,0,4,t,9,yes,15
223204593,284,21,2,206,745,t,2,2,t,1,f,6,1,2,3,2,15,42,48,9,t,2,no,23
76040727,285,41,1,321,1621,f,1,1,t,1,f,7,1,2,4,2.333333333,8,32,46,21,t,1,no,29
38690778,285,13,83,349,1946,f,87,87,t,1,t,8,35,4,4,14.33333333,24,54,84,8,t,8,no,24
41853439,289,23,3,351,1913,f,3,3,t,1,f,4,1,1,1,1,17,47,76,0,f,3,no,21
201123622,293,7,2,363,857,f,178,178,t,1,f,6,1,3,4,2.666666667,28,58,88,4,t,4,no,36
34242573,295,92,1,360,1997,t,1,1,t,1,t,8,2,3,3,2.666666667,25,55,85,11,f,7,no,31
45608374,295,92,17,143,1868,t,9,9,t,1,t,10,2,4,6,4,14,34,58,19,t,4,no,52
90268565,295,38,1,180,1549,t,1,1,t,1,t,2,1,1,1,1,30,60,90,4,f,7,yes,27
142682809,295,44,5,282,1205,t,4,4,t,1,f,6,2,2,3,2.333333333,2,12,19,12,f,3,no,44
142682809,295,61,5,301,1205,t,4,4,t,1,f,6,2,2,3,2.333333333,3,17,40,21,f,3,no,39
111987545,295,0,31,42,1395,f,56,56,t,1,f,8,3,3,2,2.666666667,0,0,0,0,t,6,yes,16
116267138,297,83,1,361,1368,t,2,2,t,1,f,4,1,2,3,2,26,56,86,12,f,4,no,39
37353287,299,3,40,347,1960,f,42,42,t,1,t,4,1,1,2,1.333333333,19,42,72,1,t,9,yes,18
82814775,299,141,1,322,1586,t,1,1,t,1,t,7,2,3,5,3.333333333,9,35,65,37,t,6,yes,51
22012010,299,63,40,230,2234,f,51,51,t,1,f,12,3,4,7,4.666666667,11,28,58,14,t,4,no,38
39496008,299,32,10,338,1937,f,13,13,t,1,f,5,1,1,3,1.666666667,17,40,70,9,t,3,no,40
190459926,299,88,1,335,908,t,1,1,t,1,f,6,1,2,5,2.666666667,3,33,63,29,f,6,yes,53
4501445,299,104,5,305,2877,t,3,3,t,1,f,6,1,3,3,2.333333333,6,18,48,51,f,7,yes,45
15255144,299,92,4,64,2380,t,8,8,t,1,f,14,2,4,7,4.333333333,30,58,64,38,t,4,no,42
37353287,299,14,40,313,1960,f,42,42,t,1,t,6,2,2,2,2,22,43,66,6,t,9,yes,38
46886591,299,1,3,361,1852,f,3,3,t,1,f,6,1,2,3,2,26,56,86,1,t,6,yes,45
62688874,300,4,2,0,1706,t,2,2,t,1,f,4,2,2,2,2,0,0,0,3,t,5,yes,44
64443919,300,6,45,320,1693,f,47,47,t,1,t,8,25,3,8,12,19,34,49,1,f,4,no,33
68898393,300,0,5,57,1662,t,6,6,t,1,f,4,1,2,2,1.666666667,0,1,1,0,f,3,no,31
98983782,300,35,1,340,1495,f,7,7,t,1,f,6,2,2,3,2.333333333,19,46,73,10,t,7,yes,24
159143477,300,57,1,313,1091,t,1,1,t,1,f,4,2,2,2,2,11,26,44,14,t,2,no,24
163599913,300,5,4,305,1057,f,3,3,t,1,f,6,2,3,3,2.666666667,0,15,45,1,f,7,yes,45
163599913,300,5,4,354,1057,f,3,3,t,1,f,10,2,4,5,3.666666667,24,52,82,3,f,7,yes,50
71574960,300,27,10,18,1646,t,10,10,t,1,f,6,2,3,3,2.666666667,16,16,18,15,t,8,yes,31
31991928,300,13,5,0,2027,f,12,12,t,1,f,6,2,3,3,2.666666667,0,0,0,12,t,6,yes,25
17383903,300,4,1,0,2329,f,1,1,t,1,f,4,25,2,3,10,0,0,0,4,f,3,no,36
1028043,300,1,37,365,3365,f,44,44,t,1,f,12,2,4,6,4,30,60,90,1,f,7,yes,19
146389910,300,4,1,7,1184,f,95,95,t,1,t,6,2,2,3,2.333333333,0,7,7,4,t,9,yes,36
114540940,300,1,2,365,1379,f,5,5,t,1,f,6,1,2,3,2,30,60,90,1,t,3,no,33
114540940,300,0,2,365,1379,f,5,5,t,1,f,4,2,2,2,2,30,60,90,0,t,3,no,32
45608374,300,3,17,172,1868,t,9,9,t,1,t,4,2,2,3,2.333333333,22,52,82,3,t,4,no,53
125444529,300,2,16,231,1311,t,21,21,t,1,t,4,1,1,1,1,13,43,73,2,t,9,yes,30
251220215,303,60,1,159,598,t,1,1,t,1,f,8,25,3,4,10.66666667,15,39,69,44,f,2,no,40
37353287,304,22,40,335,1960,f,42,42,t,1,t,6,2,2,4,2.666666667,19,42,67,5,t,9,yes,17
23133082,306,24,2,0,2205,f,3,3,t,1,f,10,25,4,6,11.66666667,0,0,0,5,f,6,no,45
122055416,307,0,166,312,1331,f,376,376,t,1,f,8,3,3,3,3,3,19,44,0,t,7,yes,36
37353287,315,13,40,284,1960,f,42,42,t,1,t,4,1,1,2,1.333333333,0,0,9,5,t,9,yes,16
1661252,317,104,1,305,3212,t,1,1,t,1,t,6,15,3,4,7.333333333,0,10,37,34,f,5,no,57
3452367,320,6,2,314,2993,f,2,2,t,1,t,6,2,2,3,2.333333333,15,15,39,1,f,6,no,37
101975564,320,37,1,63,1473,t,2,2,t,1,f,8,45,3,4,17.33333333,2,6,7,21,f,3,no,38
126644161,322,7,41,152,1303,f,306,306,t,1,f,6,1,2,3,2,3,3,3,3,t,9,yes,20
130904349,324,15,47,342,1274,t,239,239,t,1,f,8,3,3,3,3,15,45,67,8,t,7,yes,44
130904349,324,31,47,350,1274,t,239,239,t,1,f,8,2,3,4,3,15,45,75,26,t,7,yes,48
2486132,325,7,1,0,3090,f,1,1,t,1,t,6,2,2,3,2.333333333,0,0,0,0,f,8,yes,53
14952048,325,98,5,332,2387,f,8,8,t,1,f,12,2,4,7,4.333333333,21,43,73,24,f,8,yes,46
147988535,325,1,1,344,1173,f,1,1,t,1,f,5,2,2,3,2.333333333,20,39,69,1,t,2,no,42
32630656,325,0,1,8,2019,f,1,1,t,1,t,5,2,2,2,2,8,8,8,0,f,4,no,26
8184593,328,15,19,344,2646,t,34,34,t,1,t,8,2,2,4,2.666666667,21,39,69,4,f,7,no,35
8184593,328,11,19,328,2646,t,34,34,t,1,t,8,2,2,4,2.666666667,21,46,53,2,f,7,no,38
8184593,328,3,19,329,2646,t,34,34,t,1,t,8,2,2,4,2.666666667,25,31,54,0,f,7,no,37
8184593,328,2,19,322,2646,t,34,34,t,1,t,6,2,2,3,2.333333333,9,26,47,0,f,7,no,38
8184593,328,7,19,165,2646,t,34,34,t,1,t,8,2,2,4,2.666666667,22,31,33,1,f,7,no,38
8184593,328,4,19,337,2646,t,34,34,t,1,t,6,2,2,3,2.333333333,13,43,62,1,f,7,no,38
8184593,328,7,19,5,2646,t,34,34,t,1,t,6,2,2,3,2.333333333,5,5,5,2,f,7,no,34
3017970,330,31,84,311,3035,f,86,86,t,1,t,10,3,4,6,4.333333333,20,35,57,6,f,9,yes,50
1867582,333,20,1,0,3173,f,1,1,t,1,t,8,25,4,4,11,0,0,0,2,f,5,no,49
326010257,334,5,6,358,308,f,7,7,t,1,f,10,25,3,4,10.66666667,23,53,83,5,t,2,no,41
50603993,335,0,32,358,1804,f,35,35,t,1,t,8,35,4,5,14.66666667,23,53,83,0,t,4,no,17
5695845,339,14,1,207,2784,f,1,1,t,1,t,8,25,4,5,11.33333333,0,0,0,0,f,5,no,55
2152549,340,30,1,339,3132,f,8,8,t,1,t,7,2,2,4,2.666666667,10,34,64,9,f,8,yes,48
709293,345,20,2,228,3437,f,3,3,t,1,t,10,3,6,6,5,20,30,30,6,f,4,no,39
22251801,349,51,6,316,2228,f,6,6,t,1,t,6,2,2,2,2,10,27,54,11,t,5,no,24
20540183,349,3,1,0,2271,t,2,2,t,1,f,6,2,3,2,2.333333333,0,0,0,1,t,3,no,22
130904349,349,12,47,346,1274,t,239,239,t,1,f,8,2,3,4,3,15,45,71,10,t,7,yes,43
130904349,349,6,47,348,1274,t,239,239,t,1,f,10,3,3,3,3,21,51,73,6,t,7,yes,40
130904349,349,3,47,340,1274,t,239,239,t,1,f,18,6,6,6,6,13,43,65,3,t,7,yes,38
130904349,349,0,47,340,1274,t,239,239,t,1,f,28,8,9,9,8.666666667,13,43,65,0,t,7,yes,37
326010257,349,1,6,349,308,f,7,7,t,1,f,14,4,5,6,5,14,44,74,1,t,2,no,39
74943734,35,1,1,0,1626,t,2,2,t,1,f,1,1,1,1,1,0,0,0,1,f,5,yes,35
4483455,350,1,1,0,2880,f,1,1,t,1,f,6,3,3,3,3,0,0,0,0,f,9,yes,17
68898393,350,1,5,56,1662,t,6,6,t,1,f,8,1,3,3,2.333333333,0,0,0,0,f,3,no,32
68898393,350,5,5,291,1662,t,6,6,t,1,f,6,1,2,3,2,12,42,72,1,f,3,no,39
15576395,350,48,3,153,2373,t,3,3,t,1,t,5,1,2,3,2,0,1,26,5,f,5,no,51
126764137,350,32,1,75,1302,f,1,1,t,1,f,8,3,3,3,3,8,38,68,3,t,3,no,39
132562597,350,79,1,178,1262,t,1,1,t,1,t,6,1,1,2,1.333333333,1,1,1,23,t,7,yes,45
38661955,350,98,3,60,1946,f,3,3,t,1,f,13,35,5,9,16.33333333,18,34,52,38,t,3,no,39
163599913,350,61,4,350,1057,f,3,3,t,1,f,12,2,5,6,4.333333333,22,50,80,22,f,7,yes,53
107210832,350,14,1,31,1429,t,1,1,t,1,f,6,25,3,4,10.66666667,0,0,0,4,t,3,no,39
142695734,350,34,1,317,1205,t,1,1,t,1,f,10,25,3,9,12.33333333,6,15,42,18,t,3,no,27
55266089,350,30,3,208,1759,t,4,4,t,1,t,6,25,3,3,10.33333333,0,0,0,25,f,5,no,51
39880373,350,30,2,234,1933,f,23,23,t,1,f,5,15,2,2,6.333333333,9,22,46,10,t,4,no,33
44350788,350,6,1,0,1884,f,1,1,t,1,f,12,35,4,4,14.33333333,0,0,0,1,t,6,yes,36
280417476,350,0,1,329,472,f,0,0,t,1,f,6,2,3,3,2.666666667,0,24,54,0,f,2,no,15
22012010,350,10,40,167,2234,f,51,51,t,1,f,6,3,3,3,3,2,2,2,10,t,4,no,26
24157156,350,2,1,332,2179,f,3,3,t,1,t,6,2,2,4,2.666666667,25,55,85,2,f,6,no,18
267684308,350,0,2,76,521,t,1,1,t,1,f,6,1,2,3,2,16,46,76,0,f,6,yes,33
112477799,355,12,1,0,1391,f,1,1,t,1,t,5,3,3,4,3.333333333,0,0,0,0,f,6,yes,18
8184593,358,7,19,0,2646,t,34,34,t,1,t,6,2,2,3,2.333333333,0,0,0,4,f,7,no,38
8184593,358,5,19,241,2646,t,34,34,t,1,t,8,2,2,4,2.666666667,19,48,67,0,f,7,no,38
164739817,359,5,17,88,1050,f,17,17,t,1,f,8,3,4,4,3.666666667,0,0,0,4,t,3,no,27
8658942,360,31,2,78,2625,t,2,2,t,1,f,6,2,2,3,2.333333333,5,7,23,2,f,6,no,50
37353287,367,9,40,325,1960,f,42,42,t,1,t,5,1,2,4,2.333333333,14,27,50,1,t,9,yes,16
37353287,369,0,40,305,1960,f,42,42,t,1,t,8,2,2,4,2.666666667,6,14,36,0,t,9,yes,39
27320279,375,37,3,146,2106,t,3,3,t,1,t,6,25,3,4,10.66666667,0,26,56,3,f,4,no,35
269396941,375,7,1,0,513,f,1,1,t,1,f,8,2,3,4,3,0,0,0,7,t,6,yes,52
130904349,384,7,47,342,1274,t,239,239,t,1,f,18,6,6,7,6.333333333,15,45,67,7,t,7,yes,46
37353287,389,6,40,114,1960,f,42,42,t,1,t,5,1,2,4,2.333333333,0,0,0,1,t,9,yes,16
23355336,389,24,3,204,2200,t,5,5,t,1,f,6,1,3,4,2.666666667,0,0,0,20,t,6,yes,47
23355336,389,28,3,56,2200,t,5,5,t,1,f,6,1,3,4,2.666666667,0,0,0,20,t,6,yes,42
3017970,389,9,84,264,3035,f,86,86,t,1,t,14,5,5,7,5.666666667,9,26,40,9,f,9,yes,44
182778291,390,4,1,111,951,f,1,1,t,1,f,4,2,2,2,2,16,22,22,2,t,4,yes,25
17726836,393,11,2,70,2321,f,24,24,t,1,f,4,1,1,2,1.333333333,12,37,67,11,t,3,no,36
113421970,394,1,55,359,1386,f,57,57,t,1,f,6,2,2,3,2.333333333,24,54,84,1,t,7,yes,39
88168913,395,18,171,333,1560,t,173,173,t,1,t,5,2,2,2,2,4,28,58,6,t,9,no,42
88168913,395,17,171,259,1560,t,173,173,t,1,t,4,1,2,2,1.666666667,13,34,64,7,t,9,no,44
160487906,395,26,1,56,1080,f,1,1,t,1,t,7,2,3,5,3.333333333,11,17,17,9,t,7,yes,38
196965061,395,20,1,140,875,t,1,1,t,1,f,6,2,2,2,2,16,46,76,11,t,4,yes,31
22012010,395,35,40,175,2234,f,51,51,t,1,f,8,2,4,5,3.666666667,2,2,2,27,t,4,no,31
88168913,395,10,171,300,1560,t,173,173,t,1,t,6,2,2,3,2.333333333,0,0,25,10,t,9,no,44
103349935,395,5,1,254,1462,f,0,0,t,1,t,7,15,3,4,7.333333333,14,44,74,5,t,5,yes,23
14911079,399,53,1,93,2388,f,1,1,t,1,f,14,3,6,6,5,17,47,77,3,f,4,no,23
49099238,399,34,1,140,1824,f,1,1,t,1,f,8,35,3,3,13.66666667,20,26,50,5,f,5,no,32
79740929,399,43,1,24,1602,t,3,3,t,1,t,8,3,3,4,3.333333333,0,0,24,8,f,5,no,39
14952048,399,120,5,225,2387,f,8,8,t,1,f,10,2,3,5,3.333333333,17,26,45,44,t,8,yes,48
4501445,399,81,5,289,2877,t,3,3,t,1,f,6,1,3,3,2.333333333,11,26,54,37,f,7,yes,56
263755165,399,3,1,177,539,f,2,2,t,1,t,6,2,2,4,2.666666667,29,57,87,2,t,7,yes,25
37940827,40,39,1,0,1954,f,1,1,t,1,t,4,1,1,1,1,0,0,0,0,f,4,no,36
34595001,400,78,2,55,1993,t,2,2,t,1,t,6,25,3,4,10.66666667,0,0,0,3,f,8,yes,48
64443919,400,1,45,252,1693,f,47,47,t,1,t,6,2,3,3,2.666666667,25,35,35,0,f,4,no,21
107177390,400,10,2,175,1430,t,2,2,t,1,f,2,1,1,1,1,25,55,85,9,f,4,no,41
5911739,400,13,1,128,2770,t,1,1,t,1,f,6,1,0,4,1.666666667,0,9,35,13,t,5,yes,22
6633062,400,2,2,147,2724,f,0,0,t,1,f,7,25,3,4,10.66666667,8,33,63,2,t,8,yes,43
113421970,408,5,55,260,1386,f,57,57,t,1,f,6,25,2,3,10,25,50,74,0,t,7,yes,28
3017970,415,0,84,69,3035,f,86,86,t,1,t,13,4,4,7,5,0,0,0,0,f,9,yes,38
552078,425,28,2,10,3482,t,7,7,t,1,t,8,2,3,6,3.666666667,1,1,2,13,t,4,no,39
13422416,43,6,1,0,2427,f,1,1,t,1,t,2,1,1,1,1,0,0,0,0,f,4,no,17
78504580,443,0,3,248,1608,f,2,2,t,1,f,6,2,3,4,3,1,1,1,0,f,4,no,12
186802926,449,4,3,0,929,f,3,3,t,1,f,5,1,1,3,1.666666667,0,0,0,3,t,2,no,17
4501445,449,49,5,324,2877,t,3,3,t,1,f,6,2,3,3,2.666666667,9,22,49,43,f,7,yes,50
88168913,450,4,171,147,1560,t,173,173,t,1,t,8,2,3,4,3,18,48,78,2,t,9,no,39
88168913,450,5,171,338,1560,t,173,173,t,1,t,6,25,2,4,10.33333333,7,33,63,1,t,9,no,43
34225543,450,5,2,67,1998,f,3,3,t,1,t,8,3,4,6,4.333333333,13,19,19,1,f,9,yes,22
86109634,450,13,1,0,1570,f,1,1,t,1,f,10,3,3,5,3.666666667,0,0,0,5,f,4,no,40
113421970,458,11,55,299,1386,f,57,57,t,1,f,8,3,3,5,3.666666667,7,29,48,8,t,7,yes,31
113421970,459,19,55,191,1386,f,57,57,t,1,f,5,2,3,3,2.666666667,0,0,0,10,t,7,yes,31
111815158,460,9,18,363,1396,f,411,411,t,1,f,8,3,3,5,3.666666667,28,58,88,5,t,4,no,33
2772383,470,4,28,361,3059,f,18,18,t,1,f,6,2,2,2,2,26,56,86,0,f,6,yes,20
43349223,479,0,34,236,1896,t,14,14,t,1,t,16,5,5,8,6,4,22,52,0,t,7,yes,43
10546982,480,114,1,336,2529,t,2,2,t,1,f,6,2,3,3,2.666666667,9,31,61,20,f,8,yes,39
2772383,480,3,28,364,3059,f,18,18,t,1,f,6,3,3,7,4.333333333,29,59,89,2,f,6,yes,18
88168913,485,19,171,216,1560,t,173,173,t,1,t,10,25,3,7,11.66666667,9,33,63,2,t,9,no,45
88168913,485,38,171,327,1560,t,173,173,t,1,t,8,2,3,5,3.333333333,4,34,59,11,t,9,no,42
37353287,494,5,40,241,1960,f,42,42,t,1,t,6,2,2,4,2.666666667,18,48,78,1,t,9,yes,32
26183694,495,41,4,328,2128,t,4,4,t,1,t,6,3,4,3,3.333333333,9,39,69,3,f,6,no,29
88168913,495,8,171,341,1560,t,173,173,t,1,t,8,3,3,5,3.666666667,21,51,78,3,t,9,no,41
14952048,499,311,5,308,2387,f,8,8,t,1,f,11,3,3,7,4.333333333,18,18,39,33,f,8,yes,41
14952048,499,99,5,7,2387,f,8,8,t,1,f,10,2,3,6,3.666666667,3,7,7,37,t,8,yes,35
109587935,499,73,2,256,1409,f,2,2,t,1,f,16,35,1,7,14.33333333,22,50,76,24,t,7,yes,36
15255144,499,115,4,5,2380,t,8,8,t,1,f,10,2,4,5,3.666666667,5,5,5,53,t,4,no,44
111814568,499,1,4,363,1396,f,189,189,t,1,f,6,2,3,3,2.666666667,28,58,88,1,t,4,no,37
